type,seconds,round,chunk_distance,name,t,c,z,y,x
Indexed-TIFF,0.07082803,71,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,7,5
Indexed-TIFF,0.07804058,72,2,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,6,3
Indexed-TIFF,0.07950238,73,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,3
Indexed-TIFF,0.07823423,74,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,6,2
Indexed-TIFF,0.05847679,75,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,6,3
Indexed-TIFF,0.04293723,76,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,6,3
Indexed-TIFF,0.054155,77,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,6
Indexed-TIFF,0.07808833,78,2,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,4,6
Indexed-TIFF,0.08697551,79,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,5,4
Indexed-TIFF,0.0824796,80,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,7,7
Indexed-TIFF,0.0383064,81,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,2,3
Indexed-TIFF,0.06209869,82,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,5,3
Indexed-TIFF,0.06394795,83,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,6,6
Indexed-TIFF,0.07852415,84,2,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,3,5
Indexed-TIFF,0.08101343,85,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,1,4
Indexed-TIFF,0.06479651,86,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,1,6
Indexed-TIFF,0.07743355,87,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,6
Indexed-TIFF,0.06303980000000001,88,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,6,4
Indexed-TIFF,0.07407464,89,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,7,1
Indexed-TIFF,0.09192214,90,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,6,5
Indexed-TIFF,0.03909109,91,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,6,3
Indexed-TIFF,0.07664335,92,2,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,6,4
Indexed-TIFF,0.07765047,93,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,4,1
Indexed-TIFF,0.04723479,94,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,7,3
Indexed-TIFF,0.05216597,95,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,3,3
Indexed-TIFF,0.03978368,96,0,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,5,2
Indexed-TIFF,0.07802131,97,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,4,6
Indexed-TIFF,0.07817231,98,3,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,4,2
Indexed-TIFF,0.08510984,99,1,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,5,1
