type,seconds,round,name,t,c,z,y,x
Indexed-TIFF,0.16982379,83,XY-1920-Z-259-C-4-T-1-XC-256,1,2,241,6,6
Indexed-TIFF,0.18205265,84,XY-1920-Z-259-C-4-T-1-XC-256,1,3,11,1,5
Indexed-TIFF,0.1648175,85,XY-1920-Z-259-C-4-T-1-XC-256,1,4,116,7,1
Indexed-TIFF,0.17343705,86,XY-1920-Z-259-C-4-T-1-XC-256,1,1,158,7,2
Indexed-TIFF,0.1994198,87,XY-1920-Z-259-C-4-T-1-XC-256,1,3,110,3,4
Indexed-TIFF,0.18030390000000002,88,XY-1920-Z-259-C-4-T-1-XC-256,1,1,9,7,3
Indexed-TIFF,0.14762402,89,XY-1920-Z-259-C-4-T-1-XC-256,1,3,170,6,2
Indexed-TIFF,0.17408962,90,XY-1920-Z-259-C-4-T-1-XC-256,1,1,9,7,6
Indexed-TIFF,0.18485282,91,XY-1920-Z-259-C-4-T-1-XC-256,1,4,212,2,2
Indexed-TIFF,0.17264122,92,XY-1920-Z-259-C-4-T-1-XC-256,1,4,21,5,2
Indexed-TIFF,0.16791437,93,XY-1920-Z-259-C-4-T-1-XC-256,1,3,26,7,2
Indexed-TIFF,0.18461345,94,XY-1920-Z-259-C-4-T-1-XC-256,1,3,4,1,4
Indexed-TIFF,0.19596618000000002,95,XY-1920-Z-259-C-4-T-1-XC-256,1,2,155,2,6
Indexed-TIFF,0.17078307,96,XY-1920-Z-259-C-4-T-1-XC-256,1,4,12,4,7
Indexed-TIFF,0.17146406,97,XY-1920-Z-259-C-4-T-1-XC-256,1,1,63,1,1
Indexed-TIFF,0.19930273,98,XY-1920-Z-259-C-4-T-1-XC-256,1,2,247,5,7
Indexed-TIFF,0.18302924,99,XY-1920-Z-259-C-4-T-1-XC-256,1,3,203,7,4
