type,seconds,round,name,t,c,z,y,x
Indexed-TIFF,0.10274137,73,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,5,2
Indexed-TIFF,0.10905312,74,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,5,3
Indexed-TIFF,0.08985217,75,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,7,6
Indexed-TIFF,0.0633736,76,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,2,4
Indexed-TIFF,0.04176602,77,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,3,1
Indexed-TIFF,0.07696752,78,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,3
Indexed-TIFF,0.07079752,79,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,3,4
Indexed-TIFF,0.07847072000000001,80,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,3,4
Indexed-TIFF,0.04543857,81,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,7,4
Indexed-TIFF,0.05995092,82,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,3,5
